         183668666 function calls (180777045 primitive calls) in 236.597 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.225    0.225 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\huggingface_hub\utils\_deprecation.py:72(inner_f)
        1    0.000    0.000    0.225    0.225 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\huggingface_hub\hf_api.py:1214(model_info)
        1    0.000    0.000    0.225    0.225 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\requests\api.py:62(get)
   346940    0.111    0.000    0.225    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\pymilvus\client\abstract.py:245(get)
   203455    0.162    0.000    0.219    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\data.py:89(__getitem__)
   404720    0.153    0.000    0.218    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\compat\py3k.py:53(isfileobj)
   809440    0.217    0.000    0.217    0.000 {method 'readline' of '_io.StringIO' objects}
        1    0.000    0.000    0.195    0.195 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\modeling_utils.py:1477(_load_state_dict_into_model)
    420/1    0.001    0.000    0.192    0.192 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\modeling_utils.py:1570(load)
      420    0.023    0.000    0.190    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\nn\modules\module.py:1338(_load_from_state_dict)
   721742    0.177    0.000    0.177    0.000 {method 'HasField' of 'google.protobuf.pyext._message.CMessage' objects}
   809444    0.167    0.000    0.167    0.000 {method 'startswith' of 'bytes' objects}
      792    0.011    0.000    0.162    0.000 {built-in method builtins.sorted}
   809440    0.135    0.000    0.155    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\format.py:613(<genexpr>)
    62250    0.040    0.000    0.150    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\matching\matching.py:591(<lambda>)
        1    0.000    0.000    0.148    0.148 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:169(__init__)
      392    0.147    0.000    0.147    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
        3    0.000    0.000    0.147    0.049 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\nn\modules\sparse.py:120(__init__)
